spelling	%Bel	%Ned	Obs_Bel	Obs_Bel	
schandpaal	99.2	97.9	251	298	
schandvlek	88.3	89.2	234	323	
schans	98.8	98.9	262	288	
schansen	79.3	80.5	274	334	
schansspringer	98.2	99.0	230	326	
schap	93.4	100.0	256	324	
schapendoes	22.4	81.6	38	40	
schapenvlees	96.8	99.7	227	337	
schaper	48.7	47.8	240	341	
schappelijk	96.2	99.3	221	315	
schapraai	29.4	4.3	249	308	
schapulier	46.2	17.1	227	310	
schar	63.4	68.1	253	290	
schare	76.0	90.4	228	285	
scharen	99.1	99.0	242	320	
scharensliep	49.7	75.3	228	285	
scharlaken	80.4	91.1	220	308	
scharminkel	98.6	97.6	229	302	
scharnier	99.1	99.3	246	317	
scharrel	97.4	99.7	240	306	
scharrelaar	92.6	98.4	257	327	
scharrelei	96.3	98.4	230	337	
scharrelen	98.0	100.0	268	328	
scharrelkip	99.2	100.0	262	334	
scharren	72.3	65.9	270	318	
schart	28.4	9.8	244	265	
schat	99.3	99.4	291	345	
schatbewaarder	99.2	98.1	261	336	
schateren	96.5	98.5	242	343	
schaterlach	96.4	100.0	29	37	
schatkaart	96.4	98.1	231	326	
schatkamer	99.5	100.0	219	336	
schatkist	100.0	100.0	213	325	
schatplichtig	89.2	79.4	225	301	
schatrijk	98.8	99.7	264	303	
schattebout	95.4	98.7	250	321	
schatten	99.5	99.3	214	296	
schatter	90.5	62.8	265	289	
schattig	99.2	99.4	261	336	
schatting	98.4	100.0	271	337	
schavelen	44.2	22.3	230	286	
schaven	96.6	98.5	245	353	
schaverdijnen	42.4	13.7	243	317	
schavielen	22.4	10.5	19	40	
schavot	93.2	96.9	264	302	
schavuit	95.2	99.7	264	332	
schede	97.6	97.5	221	331	
schedel	99.6	99.4	269	346	
schedelboring	96.4	94.6	29	39	
schedelbreuk	99.2	99.7	251	306	
schee	37.0	39.8	229	325	
scheef	99.2	98.9	251	279	
scheefgroei	93.0	100.0	30	34	
scheefslaan	81.5	64.3	268	310	
scheefte	51.1	61.9	254	315	
scheel	98.4	100.0	265	343	
scheeloog	92.2	74.6	27	29	
scheen	96.0	98.2	263	345	
scheenbeen	98.8	98.6	255	303	
scheepje	91.6	96.9	263	301	
scheepswand	100.0	96.4	33	29	
scheepswerf	98.4	99.7	265	301	
scheepvaart	96.6	100.0	248	314	
scheer	93.7	96.6	283	338	
scheerapparaat	98.7	100.0	236	332	
scheerbeurt	99.2	99.0	251	306	
scheerder	85.4	91.6	288	326	
scheerkwast	94.5	96.7	230	291	
scheerlijn	91.3	96.5	243	327	
scheerlings	85.8	74.0	252	332	
scheermes	98.7	100.0	244	312	
scheermesje	99.1	99.3	239	298	
scheerschuim	99.6	100.0	275	341	
scheerwol	96.4	94.2	264	309	
scheerzeep	93.8	96.1	34	27	
scheet	97.5	99.0	248	312	
scheg	8.4	37.6	246	314	
schegge	17.7	32.1	220	279	
schei	55.1	57.4	230	336	
scheiden	98.8	100.0	256	284	
scheider	43.1	52.0	259	296	
scheiding	99.1	99.3	243	317	
scheidingslijn	97.4	93.8	41	34	
scheids	61.6	85.6	247	306	
scheidsrechter	99.2	99.4	262	329	
scheien	30.4	30.5	230	271	
scheikunde	99.6	99.1	244	333	
scheikundig	99.2	99.3	272	286	
scheikundige	99.2	98.7	253	315	
scheitrechter	8.8	2.0	254	317	
schel	96.3	96.9	226	305	
schelden	100.0	99.0	247	327	
schelder	37.4	38.7	222	309	
scheldkanonnade	79.8	91.6	26	50	
scheldnaam	96.8	98.7	264	319	
scheldpartij	98.8	100.0	267	307	
scheldwoord	98.7	99.4	235	335	
schele	91.2	98.1	274	341	
schelen	95.1	98.1	258	339	
schelf	58.7	52.7	255	318	
schelheid	71.0	84.0	232	309	
schellen	83.4	85.9	247	314	
schelling	57.2	80.1	283	338	
schelm	88.9	88.4	274	317	
schelmenroman	88.3	80.9	27	44	
schelmenstreek	96.6	87.2	31	33	
schelms	58.0	60.8	238	349	
schelp	99.5	99.3	231	321	
schelpdier	97.8	99.4	238	373	
schelpnet	64.8	70.3	230	330	
scheluw	11.4	19.9	253	293	
schelven	46.3	48.3	251	322	
schelvis	97.0	96.3	245	286	
schema	100.0	99.7	242	344	
schematisch	99.1	99.0	230	321	
schemel	24.6	16.6	271	313	
schemer	96.2	97.7	247	327	
schemeren	98.8	98.4	274	322	
schemerig	95.2	99.0	264	305	
schemering	97.7	99.7	270	318	
schemerlamp	98.0	99.3	215	316	
schenden	99.5	98.8	226	341	
schender	62.0	67.5	241	308	
schendig	45.4	54.2	243	271	
schending	99.6	98.7	276	325	
schenen	96.3	99.4	283	336	
schenk	92.5	99.7	239	302	
schenkel	85.1	87.9	240	322	
schenken	100.0	99.4	251	342	
schenker	98.6	97.6	230	307	
schenking	97.7	99.1	231	340	
schennis	81.9	95.3	261	294	
schep	98.6	99.3	232	302	
schepbek	50.1	41.8	272	286	
schepel	22.2	46.7	238	373	
schepeling	53.5	77.8	256	318	
schepen	99.2	99.4	249	347	
scheper	81.2	79.9	275	294	
schepijs	97.4	99.3	243	321	
schepje	99.1	99.7	243	321	
schepnet	98.6	99.0	230	314	
scheppen	98.9	99.0	275	311	
scheppend	96.1	97.9	240	303	
schepper	98.7	99.7	251	324	
schepping	98.8	99.1	269	336	
schepsel	99.1	99.7	235	354	
scheren	99.2	99.3	260	322	
scherf	98.3	98.3	241	311	
schering	93.1	95.2	229	304	
scherm	99.6	100.0	268	324	
schermen	99.6	99.3	236	317	
schermer	96.3	97.2	256	341	
schermles	93.1	96.6	243	337	
schermpje	98.8	99.3	254	307	
schermutseling	95.7	94.0	247	314	
scherp	99.2	99.3	254	315	
scherpen	96.5	96.6	240	277	
scherper	97.6	98.7	265	327	
scherpschutter	100.0	97.0	30	35	
scherpte	98.8	100.0	265	301	
scherpzinnig	99.6	99.7	258	310	
scherts	89.5	89.7	260	317	
schertsen	86.9	87.5	274	304	
schertsfiguur	90.1	86.8	32	40	
scherven	98.8	99.0	265	327	
scherzo	31.9	45.1	258	301	
scheten	96.5	99.3	243	313	
schets	99.6	100.0	263	345	
schetsen	99.6	100.0	249	327	
schetsmatig	91.2	92.1	226	319	
schetteren	81.0	88.2	266	294	
scheuken	10.4	10.3	242	291	
scheur	99.6	99.4	263	325	
scheurbuik	99.5	99.3	230	314	
scheuren	99.2	99.7	252	328	
scheuring	84.7	94.3	261	297	
scheurkalender	100.0	100.0	37	44	
scheurlijst	88.3	72.5	262	329	
scheurmand	58.2	36.0	244	309	
scheurpartij	73.7	86.0	36	30	
scheut	97.1	98.1	255	325	
scheuten	98.0	97.8	263	283	
scheutig	79.4	94.7	235	335	
scheutist	54.5	8.9	229	320	
schicht	82.7	85.0	255	302	
schichtig	96.3	95.1	253	299	
schiefer	14.3	5.4	226	305	
schielijk	75.5	86.7	254	333	
schieman	13.8	21.5	248	330	
schiep	86.8	91.7	263	316	
schier	87.5	93.8	262	323	
schieraal	44.6	37.3	243	339	
schiereiland	99.2	99.7	269	313	
schieten	100.0	99.7	249	341	
schieter	87.1	88.3	262	334	
schietgat	97.2	92.1	226	319	
schietgebed	100.0	99.4	265	337	
schietgraag	90.2	94.2	247	361	
schietijzer	98.8	93.9	263	312	
schieting	78.7	40.0	227	314	
schietkraam	98.7	95.1	242	299	
schietlap	75.8	57.4	265	316	
schietles	95.9	98.7	259	321	
schietlood	97.7	91.6	226	315	
schietmot	27.5	22.7	273	335	
schietpartij	99.6	100.0	244	329	
schietschijf	98.7	99.0	250	323	
schietstoel	100.0	99.0	263	325	
schiettent	97.2	98.3	225	301	
schiettuig	94.7	96.5	40	30	
schiften	97.4	98.3	288	302	
schifting	97.4	97.7	245	314	
schijf	99.5	99.7	233	346	
schijfje	99.2	99.3	259	304	
schijfrem	87.5	91.2	244	348	
schijn	99.1	100.0	237	300	
schijnbaar	99.1	100.0	239	281	
schijndood	98.8	98.6	266	311	
schijnen	100.0	99.7	273	323	
schijnheilig	99.2	98.5	248	286	
schijnsel	94.0	96.8	247	292	
schijntje	80.5	96.1	275	300	
schijnwerper	98.2	99.3	232	309	
schijnzwanger	96.0	97.1	26	36	
schijt	97.2	97.3	264	309	
schijtebroek	72.3	76.3	251	329	
schijten	95.7	99.0	247	312	
schijter	96.8	93.9	260	311	
schijterd	86.5	96.5	195	299	
schijterig	94.3	98.0	257	316	
schijthuis	83.1	94.0	236	331	
schijtlaars	72.6	74.5	246	318	
schijtlijster	62.4	93.4	28	32	
schijven	97.4	94.8	246	341	
schik	91.6	98.3	264	309	
schikgodin	64.9	60.8	27	43	
schikken	98.3	99.7	250	305	
schikking	99.6	99.1	237	344	
schil	99.6	99.3	251	306	
schild	100.0	99.3	263	301	
schilddak	69.3	63.9	247	327	
schilder	99.2	100.0	262	334	
schilderen	98.6	99.4	224	365	
schilderij	100.0	100.0	250	242	
schildering	88.0	97.9	236	296	
schilderwerk	99.5	99.0	227	318	
schildklier	98.8	99.3	257	314	
schildknaap	98.7	98.7	251	325	
schildpad	98.7	99.4	252	328	
schildwacht	98.2	99.3	234	323	
schilfer	93.8	93.8	254	307	
schilferen	95.9	94.4	255	321	
schilferig	92.2	95.9	256	309	
schillen	99.1	99.1	237	344	
schillenboer	50.8	92.3	233	287	
schiller	83.6	89.2	231	322	
schilling	55.0	64.7	262	322	
schim	98.0	98.0	260	310	
schimmel	100.0	100.0	242	313	
schimmelen	94.4	96.5	243	327	
schimmelig	74.2	89.2	249	312	
schimmelkaas	98.9	100.0	277	326	
schimmenrijk	89.6	92.4	262	334	
schimmenspel	95.6	96.8	266	297	
schimmig	95.0	96.8	255	334	
schimp	79.2	84.9	258	314	
schimpen	83.4	82.0	235	304	
schimpig	54.7	43.1	193	272	
schimpnaam	63.4	77.1	23	46	
schimpscheut	52.6	71.0	240	316	
schimpwoord	78.1	71.9	24	30	
schink	19.6	24.3	284	281	
schinkel	57.2	68.9	251	325	
schinken	20.9	39.5	225	315	
schip	99.6	99.7	237	314	
schipbreuk	99.6	99.3	240	317	
schipbreukeling	98.0	98.9	259	296	
schipper	99.6	98.7	256	331	
schipperen	93.8	95.7	270	345	
schisma	81.2	74.3	218	319	
schitteren	99.5	100.0	226	343	
schitterend	99.6	98.5	272	289	
schittering	97.7	99.7	232	306	
schizofreen	95.7	94.0	244	331	
schizofrenie	95.4	97.0	254	314	
schizoïde	55.5	47.2	251	279	
schlager	88.9	71.2	227	318	
schlemiel	66.8	90.7	263	316	
schlemielen	51.1	82.9	28	37	
schlemielig	53.0	84.2	244	320	
schluss	51.4	59.2	221	317	
schmieren	20.1	46.4	261	336	
schmink	96.9	98.3	239	302	
schminken	96.0	98.2	261	288	
schnabbel	73.4	92.4	218	319	
schnabbelen	75.3	90.8	264	321	
schnaps	79.2	82.4	284	311	
schnauzer	42.0	64.4	236	296	
schnitzel	95.4	98.6	252	300	
schobbejak	78.6	93.2	241	311	
schobben	39.0	53.7	214	289	
schobber	41.2	61.4	43	30	
schobberd	36.5	46.0	217	269	
schoeien	74.5	76.8	252	318	
schoeiing	21.7	63.0	203	273	
schoeisel	98.3	98.6	246	304	
schoelje	33.3	39.7	251	342	
schoen	99.2	99.0	255	317	
schoenen	100.0	99.6	256	279	
schoenendoos	91.1	99.3	237	307	
schoener	58.4	71.1	258	320	
schoenlapper	94.9	95.8	288	326	
schoenlepel	95.2	98.4	263	327	
schoenmaat	100.0	99.6	229	290	
schoenmaker	99.6	99.7	250	321	
schoenpin	51.1	50.7	183	271	
schoenpoetser	94.0	96.2	247	335	
schoensmeer	99.6	100.0	240	303	
schoentje	98.8	99.3	270	314	
schoenveter	97.6	99.4	263	325	
schoep	57.3	75.3	244	315	
schoepen	75.6	72.1	229	325	
schoffel	93.2	99.0	264	332	
schoffelen	96.3	98.7	230	330	
schofferen	92.5	94.2	251	329	
schoffie	63.4	95.8	259	304	
schoft	97.6	98.6	268	307	
schoften	97.0	98.6	247	310	
schoftenstreek	91.8	93.3	244	328	
schofterig	93.3	99.3	251	303	
schok	99.2	100.0	259	331	
schokbreker	94.5	97.9	249	352	
schokdemper	97.8	98.4	239	329	
schokgolf	98.8	96.6	263	341	
schokken	100.0	100.0	230	297	
schokkend	99.6	99.3	261	309	
schokker	70.8	82.7	252	329	
schokkerig	100.0	100.0	30	40	
schol	95.3	96.5	226	297	
scholastiek	61.1	49.8	233	323	
scholastisch	57.2	34.5	32	45	
schold	82.5	90.2	235	289	
scholekster	65.4	85.2	265	298	
scholen	100.0	99.7	264	321	
scholier	99.2	100.0	255	309	
scholiere	55.0	93.8	262	321	
scholing	98.4	98.8	260	342	
scholver	51.5	53.9	189	329	
schommel	99.2	98.7	266	319	
schommelen	100.0	100.0	246	322	
schommeling	99.1	98.4	222	324	
schommelstoel	99.2	99.3	270	316	
schond	63.5	76.6	222	310	
schone	95.7	98.3	272	303	
schonen	63.7	90.1	238	328	
schonk	93.3	94.8	251	324	
schonkig	25.6	51.4	242	310	
schoof	89.5	92.4	270	345	
schooien	96.5	90.1	267	340	
schooier	99.2	99.0	259	331	
school	98.8	99.0	271	324	
schoolbal	99.2	97.9	265	301	
schoolbank	100.0	99.7	222	318	
schoolbel	99.2	99.1	265	340	
schoolboek	100.0	99.1	254	334	
schoolbord	98.7	99.7	246	346	
schoolbus	100.0	99.0	254	307	
schooldag	100.0	99.0	259	321	
schoolfeest	99.3	100.0	284	281	
schoolgaand	100.0	96.9	27	34	
schoolgebouw	100.0	99.7	243	313	
schoolgeld	98.7	99.0	244	309	
schoolhoofd	100.0	99.7	227	318	
schooljaar	99.6	99.4	262	324	
schooljuf	98.8	99.4	254	334	
schoolkind	97.2	98.2	260	296	
schoolkrant	99.1	99.4	240	340	
schoolmeester	100.0	99.6	242	265	
schoolmeisje	99.2	99.0	268	310	
schoolnet	94.1	82.2	248	314	
schoolplein	99.1	100.0	228	285	
schoolpoort	99.6	93.7	249	302	
schoolraad	99.2	99.3	254	308	
schoolreis	99.1	98.9	239	281	
schools	96.1	97.5	240	340	
schoolslag	98.8	99.0	254	330	
schooltas	99.6	100.0	262	288	
schooltijd	100.0	99.6	260	275	
schooltuin	96.0	98.7	265	327	
schooluur	96.8	96.6	233	280	
schoolvriend	100.0	99.7	257	302	
schoolwerk	98.7	99.3	237	323	
schoolwet	97.4	97.7	242	322	
schoolziek	98.6	97.6	226	305	
schoon	98.7	100.0	239	302	
schoonbroer	98.3	81.7	251	294	
schoondochter	99.5	99.7	219	352	
schoonheid	99.5	99.4	210	336	
schoonmaak	100.0	99.7	240	316	
schoonmaakster	100.0	100.0	243	339	
schoonmaken	99.6	99.7	242	349	
schoonmaker	99.1	99.7	231	309	
schoonmoeder	98.5	99.6	272	286	
schoonouders	100.0	99.7	231	319	
schoonvader	100.0	100.0	268	333	
schoonvegen	98.2	97.3	236	317	
schoonzoon	99.2	99.7	258	339	
schoonzus	99.2	99.7	253	312	
schoonzuster	97.6	99.3	267	292	
schoor	86.5	88.0	265	289	
schoorpaal	51.9	23.4	35	44	
schoorsteen	100.0	99.7	261	336	
schoorvoetend	95.0	95.7	252	318	
schoot	98.3	100.0	243	289	
schoothond	98.8	97.8	260	331	
schoothondje	96.5	100.0	30	35	
schootsveld	56.4	77.2	268	310	
schop	98.3	99.4	243	347	
schoppen	99.6	99.3	257	303	
schopstoel	67.9	87.6	243	347	
schor	95.8	98.3	249	312	
schorem	86.5	98.7	234	317	
schoren	77.6	81.3	272	310	
schorheid	87.4	97.1	260	322	
schoring	38.3	42.6	239	321	
schorpioen	99.6	98.9	248	286	
schorre	90.8	78.2	240	338	
schorremorrie	84.3	86.9	261	274	
schorren	85.8	75.8	260	330	
schorriemorrie	96.0	92.1	26	40	
schors	98.6	99.0	228	324	
schorsen	99.2	99.7	256	314	
schorseneer	94.4	88.5	264	319	
schorsing	99.6	100.0	247	361	
schorste	82.8	88.6	238	341	
schort	97.6	98.7	268	324	
schorten	94.2	97.0	255	316	
schot	99.6	100.0	240	322	
schotel	98.0	100.0	263	312	
schotelantenne	96.5	95.3	243	313	
schoteldoek	96.7	68.3	226	319	
schotelen	93.8	93.2	272	310	
schoteltje	97.6	99.7	264	339	
schotelvod	91.9	27.0	247	336	
schoten	99.1	99.7	241	308	
schots	94.3	97.0	257	283	
schotschrift	35.0	45.9	238	296	
schotten	95.6	97.0	48	106	
schotwond	96.8	98.5	263	341	
schotwonde	95.2	52.2	22	44	
schouder	99.6	100.0	249	327	
schouderblad	97.9	99.7	248	327	
schouderen	73.5	68.8	286	314	
schouderklopje	98.8	99.3	269	319	
schout	66.8	95.4	247	322	
schouw	98.7	98.6	252	294	
schouwburg	98.4	99.3	267	301	
schouwen	97.3	99.0	237	301	
schouwer	85.5	96.8	284	299	
schouwing	94.4	93.8	246	307	
schouwspel	99.2	99.3	268	310	
schouwtoneel	89.2	83.1	273	323	
schouwveger	97.9	78.1	247	361	
schoven	76.3	86.0	258	301	
schraag	84.5	78.9	252	314	
schraal	98.7	99.6	235	289	
schraalhans	35.7	67.6	36	39	
schraalte	85.0	84.8	245	326	
schraap	83.7	81.0	259	312	
schraapsel	94.6	98.3	236	303	
schraapzucht	66.1	63.0	258	299	
schrab	28.8	25.5	216	291	
schrabben	37.4	31.1	281	342	
schrabber	45.1	35.2	236	289	
schragen	80.3	81.7	251	294	
schralen	69.8	75.0	244	320	
schraler	84.9	86.8	237	320	
schram	98.3	99.0	246	304	
schrammen	97.4	96.0	243	317	
schrander	85.5	80.9	276	330	
schrank	69.7	41.6	236	319	
schranken	82.9	39.8	258	327	
schransen	95.7	97.8	267	338	
schranser	80.2	82.2	255	302	
schranspartij	93.0	100.0	45	34	
schranzen	85.8	87.8	245	301	
schrap	98.8	99.7	267	340	
schrapen	97.6	98.7	220	329	
schraper	93.8	94.4	270	320	
schraperig	89.5	83.2	40	25	
schrapnel	54.7	14.1	244	315	
schrappen	99.6	99.4	263	343	
schrapper	71.2	81.9	252	337	
schrapsel	53.9	54.5	194	310	
schrede	83.9	96.6	236	306	
schreed	76.6	83.1	252	306	
schreef	97.6	99.3	258	301	
schreeuw	99.1	100.0	245	326	
schreeuwen	99.6	99.7	248	312	
schreeuwend	98.2	99.3	237	312	
schreeuwer	98.4	98.9	264	289	
schreien	95.4	93.4	228	285	
schreier	67.4	63.3	242	310	
schrepel	25.0	26.3	240	323	
schreven	88.5	92.7	256	345	
schriel	89.9	90.0	270	306	
schrift	99.6	99.7	240	306	
schriftelijk	98.8	99.0	272	310	
schriftteken	88.0	93.4	246	304	
schriftuur	60.4	60.4	274	322	
schrijden	88.8	93.2	245	324	
schrijfgerei	98.7	99.0	242	313	
schrijfmachine	97.6	99.7	264	303	
schrijfster	98.7	98.2	250	298	
schrijfstijl	98.6	98.3	222	310	
schrijftaal	99.6	99.4	264	328	
schrijlings	86.3	85.8	230	297	
schrijn	96.5	92.5	243	309	
schrijnen	87.0	96.6	242	310	
schrijnend	97.2	98.7	261	331	
schrijnwerker	98.7	74.2	239	306	
schrijven	99.2	99.3	274	303	
schrijver	100.0	99.0	241	319	
schrijverij	79.4	88.6	261	333	
schrik	99.6	98.3	263	317	
schrikachtig	87.6	96.7	237	320	
schrikbarend	93.2	98.4	265	329	
schrikbeeld	97.0	98.8	245	350	
schrikbewind	98.4	97.6	256	313	
schrikdraad	94.1	98.7	249	324	
schrikkeldag	98.0	96.2	260	331	
schrikkelen	86.8	51.6	32	37	
schrikkeljaar	99.6	100.0	242	349	
schrikken	99.2	100.0	264	321	
schrikkepiet	48.9	28.2	35	44	
schril	96.3	95.4	259	321	
schrobbe	36.5	37.8	227	286	
schrobben	98.7	98.0	235	318	
schrobber	93.4	97.3	239	313	
schrobbering	37.5	62.6	32	31	
schrobnet	54.9	44.5	257	311	
schrobput	35.0	56.3	238	296	
schroef	99.2	99.3	258	301	
schroefas	92.6	95.4	256	341	
schroefbank	93.0	87.8	256	318	
schroefdraad	95.2	96.9	264	303	
schroefwiel	84.5	90.4	34	33	
schroeien	97.9	99.0	245	324	
schroeven	98.3	99.7	255	320	
schroevendraaier	98.7	99.3	249	303	
schrok	95.7	98.4	268	333	
schrokhans	51.9	47.4	35	32	
schrokken	98.0	99.4	269	358	
schrokker	86.1	85.3	234	336	
schrokkig	71.7	59.9	260	307	
schrokop	78.4	82.9	244	308	
schromelijk	94.5	92.5	210	336	
schromen	74.6	95.3	273	335	
schrompelen	84.8	92.0	235	343	
schrooi	42.3	25.3	237	265	
schrooien	57.1	38.1	250	272	
schroom	94.9	95.2	288	326	
schroomvallig	66.5	55.7	22	38	
schroomvol	82.5	77.4	36	28	
schroot	98.0	97.1	258	327	
schroothoop	96.8	98.4	231	326	
schrot	36.8	46.6	263	323	
schroten	78.7	89.5	257	302	
schub	88.7	93.3	270	316	
schubbe	40.0	43.6	207	308	
schubben	93.1	98.6	228	305	
schubje	77.5	89.9	267	334	
schubmes	66.6	73.8	252	326	
schuchter	98.8	95.5	257	327	
schudde	68.1	81.2	251	319	
schuddebollen	87.4	72.9	268	299	
schudden	99.2	100.0	248	327	
schudding	78.9	70.5	250	343	
schudgoot	26.3	37.4	230	321	
schuier	41.4	70.7	264	309	
schuieren	53.0	77.5	264	309	
schuif	98.6	99.7	219	347	
schuifaf	92.9	21.6	252	306	
schuifdeur	99.6	99.7	274	319	
schuifelen	98.0	99.1	261	336	
schuifpui	28.5	95.4	262	323	
schuifwand	98.7	99.6	252	300	
schuil	99.1	99.6	226	251	
schuiladres	98.7	99.4	235	327	
schuilen	99.5	99.3	222	310	
schuilgaan	92.6	92.8	272	307	
schuilhok	98.0	95.1	262	321	
schuilhol	91.1	86.2	283	336	
schuilhouden	98.3	99.0	244	322	
schuilhut	97.4	96.6	284	310	
schuilkelder	99.2	99.6	261	291	
schuilnaam	100.0	100.0	239	325	
schuiloord	97.1	89.7	252	297	
schuilplaats	99.1	99.7	240	306	
schuim	99.0	99.7	220	308	
schuimbad	97.9	97.2	255	302	
schuimbekken	97.5	100.0	255	317	
schuimen	98.7	98.7	250	331	
schuimer	80.2	80.5	277	319	
schuimig	90.5	95.3	266	336	
schuimkop	91.9	97.8	261	333	
schuimkraag	97.9	99.7	245	314	
schuimpje	93.4	99.3	272	303	
schuimrubber	96.0	99.0	261	331	
schuimspaan	86.9	93.6	258	330	
schuimwijn	99.2	70.1	268	317	
schuin	99.2	98.9	278	278	
schuinen	62.6	73.0	259	320	
schuingedrukt	94.1	98.6	251	300	
schuining	43.9	45.2	246	346	
schuins	71.3	65.2	246	287	
schuinschrift	96.6	95.2	31	44	
schuinsmarcheerder	71.5	91.6	270	314	
schuinte	60.3	75.8	260	366	
schuit	98.3	99.3	241	311	
schuitje	97.5	99.3	254	308	
schuiven	100.0	99.6	243	246	
schuiver	96.6	97.9	249	352	
schuld	99.6	99.7	245	331	
schuldbewust	98.2	99.3	234	323	
schuldcomplex	95.4	95.0	23	42	
schuldeiser	98.4	98.6	264	302	
schulden	99.6	98.9	271	297	
schuldenaar	98.3	94.3	244	316	
schuldgevoel	99.2	99.6	266	288	
schuldig	100.0	99.7	259	330	
schuldige	99.2	100.0	266	319	
schulp	86.5	98.8	242	344	
schulpen	65.1	81.9	241	325	
schunnig	91.6	96.0	238	314	
schup	62.4	38.1	255	318	
schuren	99.1	99.0	237	301	
schurft	95.9	99.0	255	305	
schurftig	94.2	95.4	254	322	
schuring	66.6	79.1	243	347	
schurk	99.2	99.4	260	330	
schurken	98.8	98.7	257	330	
schut	92.0	96.8	250	300	
schutblad	91.7	95.0	216	313	
schutkleur	90.6	97.4	257	286	
schutsel	74.5	40.8	239	313	
schutsengel	54.4	45.9	30	35	
schutsheilige	41.1	72.7	25	27	
schutsluis	74.3	84.5	242	265	
schutten	84.1	88.9	231	321	
schutter	98.8	99.7	261	334	
schutteren	54.2	86.6	239	314	
schutterig	74.5	85.2	252	328	
schutterij	87.1	98.0	262	321	
schutting	97.2	99.7	229	325	
schuttingtaal	75.7	97.8	39	47	
schuur	99.6	99.4	256	331	
schuurpapier	99.6	99.4	265	329	
schuursel	87.9	91.3	252	292	
schuurspons	98.7	99.1	239	335	
schuurtje	99.1	99.3	228	285	
schuw	97.4	99.3	240	316	
schuwen	96.0	99.1	237	347	
schuwheid	97.1	98.0	254	317	
schwalbe	52.5	76.1	224	365	
schwung	84.0	70.9	224	289	
scintillatie	36.8	15.8	35	40	
sclerose	91.6	83.6	239	314	
scoliose	82.1	77.4	217	312	
scone	51.5	73.3	252	359	
scones	62.7	83.0	240	303	
scooby	39.1	53.0	38	121	
scoop	87.8	86.8	233	280	
scooter	99.6	99.0	254	324	
scootmobiel	54.8	98.7	254	322	
scope	73.7	82.9	232	301	
scorbuut	16.6	9.7	231	309	
score	99.6	99.4	249	350	
scorebord	98.8	99.0	264	309	
scoren	99.6	98.7	237	312	
scorer	57.8	62.2	232	306	
scoring	61.0	63.2	262	320	
scotch	78.0	74.7	215	316	
scotoom	9.8	7.6	266	336	
scout	96.1	98.0	242	310	
scouten	94.0	95.4	245	346	
scouting	98.0	97.9	263	345	
scouts	98.8	98.0	260	311	
scrabbelen	96.5	98.9	239	277	
scrabble	97.6	98.6	263	301	
scrambler	73.8	67.1	261	288	
scrapie	15.9	19.1	264	289	
scraps	31.1	37.6	252	329	
scratchen	85.1	85.6	262	329	
screenen	94.5	94.8	248	306	
screening	97.2	96.3	227	310	
screensaver	94.6	96.4	236	296	
screentest	97.5	96.0	249	341	
scriba	27.9	41.9	238	315	
scribent	47.8	62.1	274	317	
scrimmage	32.2	33.7	236	289	
scrip	15.8	13.1	265	316	
script	98.4	98.3	263	316	
scriptie	96.9	98.4	237	320	
scriptorium	81.2	84.5	28	34	
scrollen	96.2	98.7	250	314	
scrotum	93.0	97.7	241	321	
scrub	78.9	91.5	250	272	
scrubben	89.4	96.0	267	340	
scrum	36.8	50.2	240	338	
scrupel	26.0	31.3	266	311	
scrupule	87.7	85.0	273	323	
scrupules	92.5	84.7	240	323	
scrupuleus	92.1	87.7	241	308	
scrutineren	50.7	49.0	32	33	
scullen	9.5	4.9	235	289	
sculler	7.9	7.5	224	247	
sculpturaal	78.7	66.5	237	314	
sculptuur	97.4	97.6	246	353	
se	40.1	13.0	218	277	
sealen	52.7	87.6	247	322	
sealskin	37.3	58.9	220	287	
seance	73.8	83.6	245	333	
sec	86.6	84.3	235	309	
secans	26.6	7.0	258	352	
secessie	38.1	21.3	262	321	
secondair	68.3	88.0	239	281	
secondant	72.5	90.7	268	318	
seconde	98.6	99.1	219	336	
seconderen	71.1	76.7	273	325	
secreet	91.3	95.6	242	309	
secretaire	80.6	89.1	277	337	
secretaresse	99.5	98.7	232	322	
secretariaat	99.2	98.7	276	330	
secretarie	40.9	67.7	244	329	
secretaris	96.2	98.8	249	360	
secretie	94.1	87.0	230	291	
sectarisch	61.2	78.4	274	322	
sectie	97.1	100.0	258	320	
sectio	49.8	47.8	243	339	
sector	98.2	98.6	229	304	
sectoraal	91.8	82.3	258	333	
seculair	72.0	79.6	244	309	
secularisatie	88.5	85.4	266	311	
seculariseren	83.7	80.8	259	329	
secularisering	89.1	75.6	242	310	
secularisme	87.1	86.2	236	327	
seculier	89.2	88.8	244	309	
secundair	98.2	98.2	234	357	
secundo	80.5	64.7	265	301	
secundus	72.9	63.3	260	321	
security	95.6	90.0	261	315	
secuur	95.7	97.1	242	324	
sedan	63.5	78.7	274	321	
sedatie	82.4	81.5	257	330	
sedatief	80.8	73.0	263	343	
sedativum	63.3	57.1	261	336	
sedekah	2.1	3.9	258	299	
sedentair	89.0	42.4	259	316	
sederen	40.8	52.9	247	313	
sedert	96.6	90.3	246	346	
sedertdien	86.7	73.2	230	291	
sediment	89.3	87.6	226	315	
sedimentatie	91.2	86.4	251	317	
seductie	91.9	90.4	248	351	
seffens	78.3	16.8	218	319	
segment	96.0	96.9	265	343	
segmentatie	96.0	93.8	266	305	
